ROW_ID,LONGITUDE,LATITUDE,CRASH_TIME
34184,-73.8898,40.7480,02:49:00
34006,-73.8103,40.7401,07:45:00
33918,-73.9854,40.6783,02:33:00
33886,-73.9872,40.5780,18:45:00
33974,-73.8686,40.8521,02:48:00
33953,-73.9112,40.6731,00:21:00
33816,-73.9857,40.7179,21:44:00
34360,-74.1186,40.6155,14:30:00
34076,-73.8762,40.7716,17:10:00
33418,-73.8846,40.8323,21:50:00
33345,-73.7840,40.7033,22:01:00
33110,-73.9963,40.6997,13:30:00
36493,-73.7522,40.6945,06:20:00
33070,-73.8626,40.6864,18:45:00
33043,-73.8422,40.7641,19:10:00
32914,-73.7614,40.7005,00:20:00
32833,NULL,NULL,21:00:00
32412,-73.9929,40.6087,01:10:00
32613,-73.9879,40.6881,15:10:00
32646,-73.7500,40.7268,17:20:00
32722,-73.9635,40.6514,22:07:00
32461,-73.8571,40.6896,02:40:00
32392,-73.8918,40.7203,10:30:00
33313,-73.9014,40.8766,10:20:00
32640,-73.9390,40.8439,12:45:00
32411,NULL,NULL,03:34:00
33157,-73.9247,40.8124,21:00:00
32398,-73.8619,40.7631,14:40:00
32404,-73.8538,40.7550,18:17:00
32118,-73.7884,40.6820,20:36:00
31820,-73.9807,40.7013,00:59:00
32998,-73.8422,40.7623,06:25:00
31885,-73.8584,40.7350,22:06:00
31662,-73.8387,40.7000,19:15:00
31479,-73.8470,40.7801,20:05:00
31411,-73.7463,40.6913,19:41:00
31248,-73.9313,40.6606,01:40:00
32549,-73.9141,40.6988,19:00:00
31450,-73.9719,40.6764,01:01:00
31164,-73.8985,40.8132,00:03:00
31644,-74.1249,40.6317,08:40:00
31337,-73.8697,40.6822,17:45:00
31344,-73.7551,40.6085,00:20:00
31354,-73.8688,40.7554,22:29:00
31041,-73.9451,40.7402,10:07:00
31054,-73.8959,40.7376,17:05:00
32364,NULL,NULL,00:15:00
31316,-74.2135,40.5511,00:58:00
34395,-74.1146,40.6348,01:10:00
32747,-73.8759,40.8308,16:20:00
31837,-73.9458,40.7237,00:00:00
31018,-73.9136,40.7615,19:55:00
31699,-74.0023,40.6019,20:33:00
30846,-73.8634,40.8370,06:30:00
30747,-74.0244,40.6400,21:12:00
30578,-73.8509,40.7376,00:15:00
31646,-73.9233,40.8126,16:48:00
30906,-73.8234,40.7458,05:48:00
30433,-73.9360,40.6195,00:29:00
30316,-73.8892,40.7609,01:30:00
30430,-74.0098,40.6039,21:50:00
30571,-74.1217,40.6321,23:11:00
30386,-73.9052,40.8247,23:10:00
31900,-73.9398,40.6950,00:20:00
30083,-73.9716,40.6794,04:03:00
30425,-73.8388,40.8813,23:10:00
31420,-73.9395,40.7986,16:00:00
30372,-73.8714,40.8366,09:15:00
30407,-73.7537,40.6095,22:04:00
30126,-73.9200,40.8658,04:10:00
29883,-73.8962,40.7487,02:00:00
30574,-73.8633,40.6753,14:30:00
29878,-73.8054,40.6768,20:35:00
30939,NULL,NULL,21:35:00
30150,-73.7795,40.6784,02:20:00
29772,-73.8262,40.8211,22:35:00
29690,-73.9037,40.7449,16:25:00
29597,-73.8613,40.7449,20:05:00
28742,-73.9477,40.6697,00:00:00
28965,-74.0152,40.7085,22:26:00
28975,-73.9147,40.7134,22:25:00
29018,-73.9317,40.6869,20:30:00
28884,-73.9444,40.8347,01:20:00
28738,-73.9123,40.6994,20:30:00
28917,-73.9245,40.8283,17:32:00
29835,NULL,NULL,03:08:00
29189,-74.1428,40.6261,23:22:00
28675,-73.7536,40.6906,21:45:00
29825,-74.1977,40.5589,21:55:00
28446,-73.8969,40.7490,00:05:00
28541,-73.8420,40.8885,22:08:00
29091,-73.8060,40.7054,22:20:00
31371,-73.7939,40.6913,23:09:00
28313,-73.9236,40.8094,03:20:00
28731,-73.9553,40.6701,00:05:00
28229,-73.9386,40.7041,17:44:00
29797,-73.9850,40.7552,05:30:00
28174,-73.9425,40.6909,02:17:00
29040,-73.9511,40.8001,00:00:00
28036,-73.8389,40.8816,01:55:00
29371,-73.7365,40.7668,11:40:00
28874,-73.9226,40.6819,16:24:00
28015,-73.7546,40.6997,23:00:00
28140,NULL,NULL,15:50:00
27667,-73.8019,40.6760,17:30:00
29241,-73.9169,40.7429,20:00:00
27419,-73.8036,40.6705,03:45:00
29358,-73.9256,40.7645,03:08:00
27762,-73.9557,40.6447,06:33:00
27244,-73.9522,40.6570,02:00:00
28109,-73.8823,40.8231,04:00:00
28215,NULL,NULL,04:00:00
27598,-73.9381,40.6514,21:50:00
27316,-73.9017,40.8103,20:15:00
29704,-73.9547,40.6791,18:40:00
27261,-73.8636,40.8795,04:45:00
27473,-73.9774,40.7896,21:59:00
27731,-73.8878,40.8252,21:24:00
27014,-73.8574,40.8934,02:05:00
27325,-73.7376,40.7684,23:08:00
27241,-73.8795,40.6925,22:37:00
27548,NULL,NULL,19:47:00
27510,-73.9573,40.7743,07:35:00
27029,-73.7542,40.7170,21:45:00
27072,-73.8063,40.6808,19:12:00
26846,-73.9625,40.6528,01:19:00
27478,-73.9123,40.7194,00:05:00
26814,-73.8432,40.7817,04:20:00
27496,-73.9497,40.6785,20:00:00
27152,-73.7880,40.7010,06:18:00
27199,-73.7826,40.7054,04:50:00
26728,-73.9679,40.6932,17:40:00
26917,-73.8781,40.6433,18:15:00
26818,-73.8897,40.6338,21:30:00
27372,-73.7571,40.7223,22:15:00
26582,NULL,NULL,21:25:00
26723,-73.8817,40.8533,05:30:00
36228,-73.9821,40.6983,00:30:00
26474,-73.8897,40.8437,22:30:00
26095,-73.9678,40.6959,17:56:00
26950,-73.8709,40.7515,23:45:00
27075,-73.9372,40.6938,23:09:00
26320,-73.8906,40.8201,22:32:00
26060,-73.9281,40.8325,22:00:00
27657,-73.8878,40.8252,21:44:00
25661,-73.9368,40.8438,22:18:00
25633,-73.9466,40.8165,03:20:00
25792,-74.1172,40.5781,00:00:00
27295,-73.8460,40.8193,22:30:00
25230,-73.9283,40.7365,20:46:00
25247,-74.0232,40.6353,22:00:00
25722,-74.0940,40.6092,21:00:00
25858,-73.9509,40.6361,21:30:00
26355,-73.8761,40.7565,22:45:00
26408,-73.8780,40.7618,22:50:00
26188,-73.8843,40.7550,22:15:00
27895,-73.8619,40.7578,21:40:00
25155,-73.8072,40.6914,22:33:00
25680,-73.9350,40.7378,21:10:00
24641,-74.2463,40.5144,01:59:00
24143,-73.8991,40.7060,04:05:00
24115,-73.8829,40.8491,00:15:00
24485,-73.9215,40.6960,16:11:00
25647,-73.8164,40.8324,18:50:00
24256,-73.7670,40.7132,18:30:00
24114,-73.8411,40.8281,15:55:00
24821,-73.9437,40.8153,03:17:00
25071,-73.9675,40.7929,21:41:00
24461,-73.8528,40.8740,11:00:00
24089,-73.9083,40.7185,21:00:00
24147,-73.8064,40.5881,08:00:00
30068,-73.8701,40.8186,22:00:00
23971,-73.9102,40.7792,02:32:00
23538,-73.7777,40.7221,13:08:00
26543,-73.9506,40.6769,01:29:00
23861,-74.0013,40.7482,00:55:00
23959,-73.9849,40.6968,21:00:00
25642,-73.8666,40.6943,03:20:00
24425,-73.8183,40.6949,21:58:00
24360,-73.9560,40.8188,21:24:00
23523,NULL,NULL,21:18:00
23513,-73.9930,40.5900,01:10:00
26552,-73.8613,40.8864,12:30:00
23271,-73.9888,40.7369,20:40:00
23511,-74.1930,40.5883,20:57:00
23581,-74.0687,40.6069,20:15:00
22846,-73.7367,40.6940,21:56:00
23386,-73.9961,40.5936,01:10:00
22925,-73.9484,40.5837,22:29:00
22807,NULL,NULL,02:55:00
22496,NULL,NULL,05:40:00
22963,-73.9521,40.7872,04:35:00
22392,-73.7920,40.7633,02:15:00
22289,-74.0177,40.6164,02:00:00
23118,-73.9067,40.7533,01:03:00
22745,-73.8270,40.8478,19:20:00
23865,-73.9167,40.6196,20:25:00
22934,-73.9400,40.6807,02:00:00
22419,-73.9609,40.6228,22:17:00
27641,-73.8823,40.6524,04:50:00
23060,-73.9127,40.6009,18:30:00
22413,NULL,NULL,21:59:00
22353,-73.7577,40.7110,01:16:00
24048,-73.9358,40.8037,02:51:00
25698,-73.9185,40.7039,19:45:00
22479,-73.9297,40.8566,20:20:00
23154,-73.8673,40.7494,18:30:00
24169,-73.8813,40.7541,16:00:00
21819,-73.9673,40.5763,17:54:00
22017,-73.9064,40.6564,20:30:00
23832,-73.9437,40.8153,01:30:00
22160,-73.9007,40.8131,16:49:00
32570,-73.9218,40.6770,15:45:00
21826,-73.8673,40.7402,01:10:00
21569,-73.8542,40.7578,00:15:00
21458,-73.9541,40.7427,19:00:00
21209,-73.9217,40.8313,14:50:00
21553,-73.8911,40.8632,16:30:00
21148,-73.8098,40.6945,19:00:00
21104,-73.8969,40.7369,19:00:00
20800,-74.0088,40.6396,23:00:00
20942,NULL,NULL,22:09:00
20606,-73.9873,40.5853,08:25:00
20535,-73.9872,40.7333,02:27:00
21214,-73.8494,40.9057,21:05:00
20771,-73.8654,40.8661,23:30:00
20676,-73.8455,40.7400,19:48:00
20493,-73.9518,40.5842,14:40:00
20743,-73.9362,40.8147,03:06:00
20814,-73.9530,40.8258,08:15:00
20874,-73.9141,40.8333,00:12:00
20198,-73.8869,40.7025,05:21:00
20455,-73.9941,40.7616,21:00:00
20308,-73.9383,40.8509,01:00:00
22733,-73.9255,40.6659,21:30:00
20924,-73.9314,40.6661,22:45:00
20148,-73.9028,40.6575,21:00:00
19966,-73.7825,40.5930,21:20:00
19688,-73.8595,40.7579,15:20:00
20731,-73.9037,40.6571,03:35:00
19318,-73.8707,40.6782,00:05:00
19198,-73.7823,40.7081,20:00:00
19233,-73.8972,40.8304,20:01:00
19297,-73.9091,40.8132,00:00:00
19185,-73.8941,40.8570,17:15:00
18788,-73.8864,40.8503,01:30:00
19063,-73.8859,40.6304,08:30:00
19028,-73.9859,40.7130,21:30:00
20965,-73.9973,40.5986,00:40:00
18732,-73.9390,40.6415,03:20:00
18836,-73.8035,40.7367,22:00:00
18604,-74.0031,40.7269,16:10:00
18713,-73.8945,40.6926,07:08:00
18676,-73.8733,40.8380,17:08:00
19317,-73.9874,40.6663,22:45:00
18932,-73.8377,40.7105,22:00:00
19522,-73.8775,40.8357,03:59:00
19306,-74.0083,40.5755,23:36:00
18668,-73.9715,40.6962,22:30:00
18296,-73.9489,40.7213,17:00:00
18810,-73.9232,40.8087,06:10:00
18395,-73.9067,40.6540,02:20:00
18426,-73.9021,40.7538,09:00:00
18480,-73.9925,40.6697,18:29:00
18372,-73.8617,40.7508,00:36:00
18176,-73.8167,40.6940,16:48:00
17972,-73.8421,40.7206,13:30:00
17545,-73.8980,40.8624,10:08:00
17487,NULL,NULL,21:35:00
17150,-73.9573,40.8094,01:33:00
22761,-73.9515,40.7995,05:50:00
17234,-73.8726,40.8787,01:35:00
17209,-74.0985,40.5812,13:30:00
21088,-73.8943,40.6379,22:00:00
17761,-73.8778,40.8395,22:47:00
24825,-73.9782,40.6303,00:20:00
20979,-73.9986,40.6288,04:46:00
17306,-73.8439,40.8284,18:00:00
18738,NULL,NULL,19:36:00
17203,-73.8983,40.6379,01:40:00
16920,-73.8192,40.6919,01:50:00
16915,-73.9440,40.7947,16:03:00
18204,-73.9350,40.6186,08:55:00
16203,-74.0765,40.6439,01:00:00
17041,-73.8937,40.6953,22:05:00
16738,-73.9482,40.6641,02:15:00
16063,-73.7609,40.6663,19:44:00
16597,-73.9464,40.6962,00:50:00
17247,-73.9302,40.7520,06:30:00
15958,-73.9104,40.8619,13:34:00
15885,-73.7957,40.6738,22:30:00
15736,-73.8489,40.7079,21:00:00
16742,-73.9431,40.6223,09:20:00
14925,-73.9186,40.6611,03:20:00
17371,-73.9753,40.7265,20:31:00
15534,-73.9806,40.7699,23:10:00
22697,-73.7664,40.7069,02:05:00
14994,-73.9412,40.8392,01:05:00
15739,-73.9354,40.7614,23:12:00
14316,-73.9448,40.7198,00:40:00
15114,-73.8232,40.6866,04:00:00
14753,-73.7800,40.6914,00:00:00
14700,-73.8011,40.8656,23:50:00
32825,-73.9248,40.6772,18:53:00
14988,-74.0232,40.6138,22:20:00
14724,-73.8411,40.7863,22:38:00
14416,-73.9106,40.8192,23:55:00
14856,-73.9890,40.6287,15:07:00
14307,-73.9807,40.6309,11:20:00
14498,-73.8136,40.5894,20:45:00
14781,-73.9181,40.8554,03:20:00
15225,-73.9230,40.6844,04:36:00
14374,NULL,NULL,03:28:00
13997,NULL,NULL,19:55:00
14412,-73.9091,40.6593,23:20:00
17790,-73.9293,40.8126,15:25:00
14424,-73.9160,40.8410,09:15:00
14229,-73.9987,40.7120,19:01:00
14181,-73.9523,40.7409,05:41:00
13523,-73.7513,40.6837,21:00:00
13304,NULL,NULL,23:01:00
13108,-73.9109,40.6763,20:20:00
12560,-73.7876,40.7520,01:45:00
13367,-73.9499,40.8221,20:20:00
13392,-73.8710,40.7112,15:30:00
13086,-73.8838,40.7123,13:39:00
12847,-73.7934,40.6753,23:55:00
14873,-73.9308,40.6915,00:30:00
13204,-73.9366,40.6908,21:10:00
12478,-73.8248,40.5813,18:45:00
12722,-73.7895,40.8466,03:45:00
12614,-73.7799,40.6761,21:22:00
15979,-73.9772,40.7643,22:05:00
12626,-73.8535,40.8798,22:23:00
12731,-73.8276,40.7050,07:15:00
14608,-73.8616,40.8655,02:40:00
13436,-73.9210,40.6365,00:45:00
13035,-73.8371,40.8670,00:05:00
12938,-73.9190,40.8645,03:45:00
12631,-73.9565,40.7189,20:50:00
12671,-73.9318,40.8542,23:15:00
12148,-73.8936,40.6628,03:40:00
16792,NULL,NULL,00:00:00
11497,-73.9566,40.5996,19:50:00
11252,-74.2130,40.5547,17:52:00
11256,-73.8912,40.8255,00:23:00
11539,NULL,NULL,22:44:00
10888,-73.8189,40.7072,02:07:00
10733,-73.9998,40.6415,07:18:00
10720,NULL,NULL,22:50:00
11013,-73.9055,40.7616,09:02:00
10645,-73.9035,40.6572,10:50:00
10558,NULL,NULL,07:35:00
10494,-73.8606,40.7477,04:34:00
10774,-73.7466,40.6949,00:00:00
11633,-74.0861,40.6482,19:05:00
10433,-73.8912,40.7511,15:30:00
10465,-73.8917,40.6599,00:25:00
10825,-73.8929,40.8219,23:54:00
10602,-73.9421,40.6962,04:00:00
10092,-73.8746,40.7348,06:30:00
9820,-73.9356,40.8505,01:59:00
9758,-73.8753,40.7202,00:15:00
10049,-73.8297,40.6936,01:16:00
10127,-73.8447,40.8181,19:35:00
9718,-73.7797,40.7086,20:25:00
9777,-73.8868,40.8371,22:13:00
9663,-73.9973,40.6473,03:36:00
15715,-73.8701,40.7553,02:15:00
9015,-73.9214,40.7669,02:10:00
9112,-73.8680,40.9017,15:10:00
11040,-73.8574,40.8934,15:00:00
10448,-73.8975,40.7126,23:37:00
11150,-73.8626,40.8974,15:15:00
8494,-73.9081,40.8163,21:05:00
8098,-73.9141,40.8333,22:30:00
8188,-73.8514,40.8503,22:25:00
7787,-73.7698,40.6838,03:30:00
7765,-73.7932,40.7149,06:15:00
8194,-74.0228,40.6435,23:10:00
8251,-74.2359,40.5075,00:15:00
8577,-74.0889,40.6303,01:15:00
8047,-73.7698,40.7059,21:10:00
8304,-73.9304,40.6766,18:55:00
10483,-73.7408,40.7123,22:15:00
7521,-73.9119,40.6704,19:00:00
7306,-73.9060,40.6780,23:03:00
7663,-73.8968,40.6602,23:06:00
7175,-74.0256,40.6049,00:10:00
8294,-73.8712,40.6802,04:58:00
7121,-73.8969,40.6757,23:39:00
7030,-73.9524,40.7188,17:50:00
7404,-73.9246,40.6892,23:05:00
6591,-73.9128,40.8619,13:56:00
6442,NULL,NULL,21:27:00
6040,-73.8870,40.8351,23:25:00
6311,-73.8546,40.7216,22:20:00
7148,-73.9357,40.6924,02:00:00
6822,-73.9321,40.8052,16:30:00
6384,-73.8484,40.8339,21:37:00
5838,NULL,NULL,05:30:00
6369,-73.9829,40.6194,20:52:00
6154,-73.8115,40.6833,19:00:00
6165,-73.8785,40.7490,00:06:00
5776,-73.9060,40.8494,23:20:00
5453,NULL,NULL,03:13:00
17291,-73.9847,40.5936,20:34:00
5432,NULL,NULL,16:50:00
5981,-73.8675,40.8442,07:52:00
5442,-73.8925,40.7477,21:15:00
5507,-73.8282,40.7512,04:10:00
5015,-73.9311,40.6967,00:00:00
5458,-74.1147,40.6113,16:50:00
5314,-73.9191,40.8527,20:38:00
5474,-74.1449,40.5540,20:15:00
5671,-73.9265,40.7521,01:08:00
5075,-73.8911,40.8539,12:55:00
5000,-73.8024,40.7126,21:00:00
4697,-73.8510,40.9026,06:50:00
5900,-73.9577,40.6566,05:30:00
4470,-73.7771,40.7783,16:04:00
4035,-73.8098,40.6838,20:44:00
4216,-73.9611,40.6185,03:51:00
4000,-73.7195,40.7330,20:30:00
8182,-73.9393,40.6890,01:50:00
4149,-73.9015,40.7226,03:38:00
4480,-73.8744,40.8791,18:29:00
4070,-73.8404,40.6769,21:30:00
5488,-74.0104,40.5765,15:00:00
3387,NULL,NULL,00:52:00
3859,-73.9112,40.6731,21:08:00
68174,-73.8063,40.6910,22:52:00
3837,-73.9306,40.6741,00:40:00
4745,-73.9411,40.8009,00:28:00
3445,-73.9848,40.6869,00:26:00
3648,-73.8237,40.7139,08:10:00
3508,NULL,NULL,06:30:00
3795,-73.7846,40.7760,05:10:00
3491,-73.8405,40.6617,21:00:00
3254,-73.9123,40.8447,01:16:00
3316,-73.9681,40.6299,02:31:00
5696,-73.7716,40.6680,17:00:00
3309,-73.9119,40.8514,18:35:00
3070,NULL,NULL,07:40:00
2926,-73.9034,40.6984,19:00:00
3502,-73.9391,40.7522,08:00:00
7275,-73.8099,40.6914,23:00:00
2367,-73.8918,40.8619,00:37:00
2881,-73.8875,40.8510,09:21:00
2048,-73.9056,40.8532,02:09:00
1928,-74.0054,40.6567,15:00:00
1696,-73.9702,40.6300,01:05:00
2040,-73.9127,40.7072,23:18:00
1775,-73.8129,40.7651,06:04:00
1926,-73.9451,40.5812,00:23:00
2871,-73.8406,40.6999,23:45:00
2135,-73.8699,40.8249,23:33:00
2403,-73.9419,40.8228,20:20:00
2176,-73.9838,40.7215,23:40:00
2086,-73.7933,40.6957,05:00:00
1752,-73.9192,40.6378,00:00:00
1466,NULL,NULL,01:39:00
1327,-73.9461,40.7411,05:10:00
1528,-73.9689,40.6417,04:50:00
1879,-73.8862,40.6713,02:55:00
2113,-73.8643,40.7559,23:23:00
2143,-74.2377,40.5166,21:45:00
2047,-73.8076,40.7149,05:24:00
1991,-74.1030,40.6158,22:45:00
876,NULL,NULL,00:30:00
2106,-73.8644,40.8688,22:15:00
1190,NULL,NULL,23:58:00
1356,-73.9272,40.8741,20:00:00
768,-74.0048,40.6249,12:10:00
731,-74.0911,40.6088,20:07:00
808,-73.8648,40.7369,21:00:00
958,-73.7918,40.6662,22:00:00
575,-73.9002,40.8590,07:45:00
957,-73.8887,40.8178,20:44:00
409,-73.9070,40.8283,06:50:00
379,-73.9523,40.8239,20:45:00
115,-73.8772,40.8792,04:06:00
300,-73.9956,40.6002,23:15:00
192,NULL,NULL,17:50:00
78,-73.9060,40.6509,04:10:00
185,NULL,NULL,00:51:00
769,-73.8773,40.7255,18:00:00
760,-74.0195,40.6433,10:50:00
865,-73.9282,40.6708,03:32:00
416,-73.9599,40.6556,00:12:00
